Title,Description,Views,Likes
The Danger of OTT Regulation | Dhruv Rathee,"Special Black Friday deal! Go to https://NordVPN.com/dhruv and use code DHRUV to get 68% off a 2 year plan plus 4 additional months free. It’s risk free with Nord’s 30 day money-back guarantee!

The govt has took a decision to bring all OTT platforms like Netflix, Amaozon Prime Video, Disney+ Hotstar and all digital news under the purview of Ministry of Information and Broadcasting. For a long time, OTT platforms had decided to self regulate. How will this change things? I discuss the seriousness of this issue with Internet Freedom Foundation founder and lawyer Apar Gupta. 

Further reading: https://internetfreedom.in/statement-on-online-news-media-and-ott-platforms/

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction 
1:11 What Happened?
3:23 Censorship is a Good Thing?
6:50 Current Regulations
10:21 Worst Case Scenario 
12:57 VPN as a Solution?
14:28 Telegram as a Solution?
17:20 Self Censor as a Solution? 
20:06 International Laws
---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",1166473,70339
How Joe Biden Won? | US Elections Analysis by Dhruv Rathee,"Trump has lost and Joe biden has now officially won the US presidential elections and he will become the next president of USA. But Trump is not willing to accept his defeat. How did it happen? What is the controversy regarding vote counting and how does it impact India and the world? I explain in this video. 

Kuvera App download: http://bit.ly/30rHNQO
Kuvera is India’s First Free Direct Mutual Fund and Gold Investing Platform. Experience simplified investing in mutual funds with Zero Fee and Higher Returns!

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction 
1:20 How US Election works? 
4:46 Winner Takes All
8:54 How Trump Lost!
11:20 Impact of Biden on World
14:17 Effect on India
---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",1986992,162454
Is Bangladesh better than India now? | Dhruv Rathee,"Recent IMF Report has revealed that Bangladesh will soon surpass India in terms of GDP per Capita. Does this really mean that Bangladesh is now becoming more developed than India? I compare both the countries on multiple parameters to show in what all aspects Bangladesh has raced ahead of India and why it is happening? 

Kuvera App download: http://bit.ly/30rHNQO
Kuvera is India’s First Free Direct Mutual Fund and Gold Investing Platform. Experience simplified investing in mutual funds with Zero Fee and Higher Returns!

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction 
1:07 IMF Projections
3:33 India vs Bangladesh 
7:10 History of Bangla Growth 
8:11 Why it happened? 
10:35 Micro-Finance Growth 

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",2042249,142845
Reality of Caste Reservation | Dhruv Rathee ft. @sochbymm,"In this two part video series, me and Mohak explore the complexities of India's most debated issue of Caste based Reservation. Should it exist or should it be removed? What is the history of India's caste system and why did it come into existence? When were Caste based reservations first introduced? We explain in this video. 

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction 
1:15 Caste Discrimination today
3:28 Origin of Caste System 
6:10 Influence of British Raj 
9:29 Pre-Independence History
12:40 Caste Reservations today
15:03 Conclusion

***************

Script by: Sushmita Sekhar
Editing by: Ayushman Khare

****************

Sources:
0. Introduction
https://twitter.com/_alice_evans/status/1311281659807961088/photo/1
https://www.epw.in/engage/article/caste-discrimination-and-explicit-prejudice-indians-speak-about-their-attitudes
https://www.im4change.org/siteadmin/tinymce/uploaded/Explicit%20Prejudice%20Evidence%20from%20a%20New%20Survey.pdf
https://www.livemint.com/Opinion/vq7cTOUmxzDSB4x5QwguVL/Three-charts-that-show-why-reservations-are-desirable.html
https://wid.world/document/n-k-bharti-wealth-inequality-class-and-caste-in-india-1961-2012/

1. Origins of the caste system
https://digitalcommons.calpoly.edu/cgi/viewcontent.cgi?referer=https://www.google.com/&httpsredir=1&article=1043&context=socssp
https://www.bbc.com/news/world-asia-india-35650616
https://www.ancient.eu/article/1152/caste-system-in-ancient-india/
https://en.wikipedia.org/wiki/Dalit_Buddhist_movement#/media/File:Dr._Ambedkar_delivering_speech_during_conversion.jpg

2. British influence on caste
https://www.bbc.com/news/world-asia-india-48619734
https://books.google.com.sg/books?https://books.google.com.sg/books/about/The_Truth_About_Us.html?id=tUyTDwAAQBAJ&redir_esc=y
https://books.google.com.sg/books/about/Castes_of_Mind.html?id=UP7vmkFSJhIC&printsec=frontcover&source=kp_read_button&redir_esc=y#v=onepage&q&f=false
https://www.researchgate.net/publication/321299546_The_Origins_of_the_Caste_System_A_New_Perspective
https://books.google.com.sg/books/about/Structure_and_Change_in_Indian_Society.html?id=_MmFswEACAAJ&redir_esc=y
https://www.jstor.org/stable/4409890?refreqid=excelsior%3A857d3530373795358de2bb0bbcf1f793&seq=1

3. Pre-independence
http://www.columbia.edu/itc/mealac/pritchett/00ambedkar/timeline/1930s.html
https://www.britannica.com/place/India/Constitutional-reforms#ref486411
https://www.theglobeandmail.com/news/world/timeline-a-brief-history-of-indias-caste-system/article4180133/
https://www.jstor.org/stable/4409890?refreqid=excelsior%3A857d3530373795358de2bb0bbcf1f793&seq=1
https://www.tandfonline.com/doi/abs/10.1080/00856407908722988?journalCode=csas20#:~:text=The%20Communal%20Award%2C%20announced%20by,to%20Anglo%2DIndians%20and%20Indian

4. Post-independence
http://mea.gov.in/Uploads/PublicationDocs/19167_State_wise_seats_in_Lok_Sabha_18-03-2009.pdf
https://www.ideasforindia.in/topics/poverty-inequality/reservation-for-economically-weaker-sections-in-higher-education-affirmative-action-or-vote-bank-politics.html
https://economictimes.indiatimes.com/news/politics-and-nation/will-decide-if-pleas-against-10-quota-are-to-be-referred-to-constitution-bench-says-sc/articleshow/70453115.cms?from=mdr
http://www.ncbc.nic.in/Writereaddata/Mandal%20Commission%20Report%20of%20the%201st%20Part%20English635228715105764974.pdf
---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",2458152,172125
Harsh Truth behind Billionaire Scams | Dhruv Rathee,"How have Billionaires scammed public sector banks and left the country without being stopped?  Why do most billionaires accused of such crimes hide out in the UK? How vulnerable are our public sector banks against these scams? How do these scams happen? I explain the phenomenon of white collar crimes and billionaire scams that have plagued the country.

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

Written and researched by: Vikram Shah

0:00 Introduction 
1:49 Company Structuring 
2:59 Shell Companies
5:53 Why UK? 
7:42 Systemic Problems
11:23 Solutions 

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",2182598,117623
IPL 2020: Data Science of Winning | Dhruv Rathee,"Analysing the data science to win IPL trophy. Check out upGrad or download the App https://app.upgrad.com/BzCz/upGradDhruvRathee. Choose from a wide range of college, PG, executive, and Global MBA programs. 

Is it possible to scientifically choose the most valuable players in IPL auction, create the winning team and go on to win the IPL 2020 Trophy. I will explain the data science behind who will win the IPL and explain how machine learning and algorithms are being used to improve team winning performances 

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction
2:09 What is Data Science?
6:12 History of Cricket Data
8:20 Science of Auctioning Players
12:19 Predictions 
13:27 Importance of Randomness
---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------

Attribution:

K. Kapadia, H. Abdel-Jaber, F. Thabtah et al., Sport analytics for cricket game results using machine learning: An experimentalstudy, Applied Computing and Informatics, https://doi.org/10.1016/j.aci.2019.11.006
https://www.pocket-lint.com/smartwatches/news/apple/153679-how-to-track-your-sleep-with-the-apple-watch
https://medium.com/ai-in-plain-english/ipl-data-analysis-using-python-b6a0dac0a076

freepik.com
Business vector created by freepik, fullvector, freepik
Card vector created by katemangostar
Data vector created by stories
Food vector created by freepik
Infographic vector created by stories, freepik, pch.vector
People vector created by freepik
School photo/vector created by freepik
Sport vector created by freepik
Technology vector created by freepik
Watercolor vector created by freepik

Pexels photos by-
Nashrodin Aratuc
Khaled Akacha
Aaron Kittredge
Lukas
Polina Tankilevitch
energepic.com
Andrea Piacquadio
MAM Ashfaq",1632822,115427
Hathras Coverup | Explained by Dhruv Rathee,"There is probably the most unprecedented coverup in history of India. I explain how the government machinery and police system tried their best to coverup the Hathras incident, how opposition politicians were stopped from protesting, media was backed from entering and what victim’s family had to go through. 

Kuvera App download: http://bit.ly/30rHNQO
Kuvera is India’s First Free Direct Mutual Fund and Gold Investing Platform. Experience simplified investing in mutual funds with Zero Fee and Higher Returns!

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction 
2:50 Whataboutism 
4:32 The Incident 
8:48 Opposition Protests
10:19 Family Threatened 
11:57 PR Agency Hired 
12:45 Solution 
---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",3954776,389457
How Farmers Bills passed Rajya Sabha! | Dhruv Rathee,"On September 20th, Rajya Sabha passed the controversial farmers bills. But the way it was done raises serious questions about the functioning of Indian Parliamentary Democracy. The speaker did a voice vote when many Rajya Sabha Members were raising constantly demanding a division vote. I explain in this video what voice vote, division vote is and what happened on the day. Many MPs including Derek O Brien and Sanjay Singh were suspended from the Rajya Sabha after this. With opposition boycotting the Raja Sabha, the govt went on to pas 15 bills without any consensus in the past 2 days. 

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

Attribution:
india.gov.in (national portal of India)
Ministry of Civil Aviation (GODL-India)
http://rstv.nic.in/

00:00 Chronology of preceeding events
03:48 Voice Vote
05:04 Division Voting
08:28 Censorship of RSTV
10:44 Justification by the Government
11:38 Aftermath 

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",2436872,220712
Why are Farmers Protesting? | Farm Laws Explained | Dhruv Rathee,"In Punjab and Haryana, farmers have been protesting for weeks now against the new ordinances bought about by the Modi govt. But why is it happening? In this video, I interview food and agriculture expert Devinder Sharma to find out why Indian farmers are disappointed with the ordinances. I also explain the agriculture process in India since independence which includes the APMC. Agriculture Produce Market Committees also known as Mandis. 

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction
1:59 Indian Agriculture System
3:28 What is APMC?
5:20 Problems with APMC
6:10 Modi Govt Ordinances
12:35 Solutions 

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",3774745,297638
Why are Farmers Protesting? | Farm Laws Explained | Dhruv Rathee,"In Punjab and Haryana, farmers have been protesting for weeks now against the new ordinances bought about by the Modi govt. But why is it happening? In this video, I interview food and agriculture expert Devinder Sharma to find out why Indian farmers are disappointed with the ordinances. I also explain the agriculture process in India since independence which includes the APMC. Agriculture Produce Market Committees also known as Mandis. 

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction
1:59 Indian Agriculture System
3:28 What is APMC?
5:20 Problems with APMC
6:10 Modi Govt Ordinances
12:35 Solutions 

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",3774745,297638
"Kangana Ranaut, BMC and Rhea Controversy | Dhruv Rathee","The media wanted TRP, the government wanted a distraction, the actress some attention and politicians needed an issue for Bihar Election. Everyone got everything they wanted. Why was Kangana's office demolished by BMC? Was it right or wrong? Why is Kangana getting Y-grade security? I explain the sequence of events in this whole controversy and show you what everyone wants in this circus. 

Kuvera App download: http://bit.ly/30rHNQO
Kuvera is India’s First Free Direct Mutual Fund and Gold Investing Platform. Experience simplified investing in mutual funds with Zero Fee and Higher Returns!

Link to my Spotify Podcast:  https://open.spotify.com/show/0naX2ZM0GZnsqQZxVHTYhB?si=LuDogjvhSxWhP0riw5_FCg

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction 
0:30 How it started? 
4:03 From Nepotism to?
7:55 Who is Right?
9:09 Republic TV Exposed
12:14 Kangana Hypocrisy 
14:00 Opinion 

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",4668701,478252
GDP Crash and PUBG Ban | By Dhruv Rathee,"India's economic growth has reached a historic low. In fact, it is the worst GDP Growth performance since 1947 and also the worst among all G20 countries . In this video, I explain you the current state of economy regarding unemployment, inflation, job losses and the GDP growth figures. The quarterly GDP growth only started getting recorded in 1992. 

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction
2:00 Misleading News
3:43 Act of God
5:47 Unemployment 
8:08 Solutions?

Background vectors created by starline and  YusufSangdes- www.freepik.com
Image by Gerd Altmann from Pixabay

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",2439010,299942
How to start a Youtube Channel and Earn Money? | By Dhruv Rathee,"In this special video, I take you behind the scenes to show you how to make YouTube videos and start your YouTube career. I will not only explain you the equipment I use for making videos but also the procedure of how to make YouTube videos and start your YouTube career as a beginner. You will see how easy it is to start making YouTube videos with proper lighting, sound, camera work, editing and also the research and content creation that goes behind. 

0:00 My Setup 
2:00 Filming Videos
4:42 Scripting for Videos
6:08 Editing Videos 
9:48 Type of Content
12:52 Teaser
---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",3505161,220871
How Belarus is overthrowing their Dictator! |  Dhruv Rathee,"Belarus is a country lying in between Russia, Ukraine and Poland. It got independence from Soviet Union in 1994. But due to the constitutional changes adopted in 1996 by President Alexander Lukashenko, the country has effectively not being a democracy ever since. For more than 26 years, one person has been ruling the country with tight control over media, economy and the manipulated elections that take place in the country. I tell you the story of the democratic uprising happening in the country today after its latest elections on 9th August 2020

Kuvera App download: http://bit.ly/30rHNQO
Kuvera is India’s First Free Direct Mutual Fund and Gold Investing Platform. Experience simplified investing in mutual funds with Zero Fee and Higher Returns!

Link to the channel of Sergei - https://www.youtube.com/c/Странадляжизни

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction 
1:02 Last Dictator of Europe
3:05 History of Belarus 
5:52 Elections 2020 
11:18 Slipper Revolution 
13:17 Present Situation 
---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",951498,70724
Lebanon Crisis: Entire Govt Resigns | Explained by Dhruv Rathee,"The country of Lebanon has a very unique political system owing to its religious demographics which make up approximately 27% Sunni Muslims, 27% Shia Muslims and 21% Maronite Christians. The rule is such that the president of the country always has to be a Maronite Christian, the speaker of the parliament must always be a Shia Muslim and the Prime Minister must be a Sunni Muslim. This sectarian devision has caused a lot of conflicts in the country and eventually plunged the country into unprecedented economic crisis. 

Listen to my Spotify Podcast - https://open.spotify.com/show/0naX2ZM0GZnsqQZxVHTYhB?si=uRMf2_5QRqua0iTwu5BJkQ

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

0:00 Introduction
1:42 Political System of Lebanon
3:31 Chaos caused by System
5:50 Economic Crisis 2019
7:10 October Revolution 
9:00 Present Condition 

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",1320053,95652
World's Most Expensive Country | Ground Report by Dhruv Rathee,"Can you imagine paying 1000% more money for rent, groceries and other stuff than you usually do? Welcome to the world's most expensive country. It is Switzerland. The cost of living index is the crazy high here. There are only six cities in the world currently more expensive than New York and all six of them are in Switzerland. It is also the country with the highest per capita millionaires. But why is this the case? I explain in this video. 

Link to the Vlog channel - https://www.youtube.com/channel/UCjNgqJ_FMLntYVzq7daw1TQ

Support my work and join as a member to get exclusive stuff:
1. On Patreon: https://www.patreon.com/dhruvrathee
2. On Youtube: https://www.youtube.com/channel/UC-CSyyi47VX1lD9zyeABW3w/join

---------------------------------------------------- 
For more informative videos and discussion on important Indian and world issues- 

Telegram channel to receive instant video updates: https://t.me/dhruvratheechannel 

More videos by Dhruv Rathee
- Financial Education: https://www.youtube.com/playlist?list...
- Ground Reports from across the World: https://www.youtube.com/playlist?list...
- Indian Politics Videos: https://www.youtube.com/playlist?list...
- Educational Videos: https://www.youtube.com/playlist?list...
- Interviews by Dhruv Rathee: https://www.youtube.com/playlist?list...

Support on Patreon: https://www.patreon.com/dhruvrathee 
Subscribe: http://www.youtube.com/dhruvrathee 
Facebook: http://www.facebook.com/DhruvRatheePage 
Twitter: http://www.twitter.com/dhruv_rathee 
Instagram: http://www.instagram.com/dhruvrathee 
----------------------------------------------------",2867261,166557
